HANDLE,Lon,Lat,Rating,SITEADDR,LANDUSE1,ASRUSE1,BDG1YEAR,BDG1EXWALL,MatchLevel
13783000101,-90.2583029,38.66211417,Negligible to Slight,4877-9 DR MARTIN LUTHER KING DR,5000,5000,0,0,15
13718000010,-90.24902964,38.66311558,Destruction,4616 ST FERDINAND AV,1010,1140,1904,31,5
14489060150,-90.25866,38.66333832,Negligible to Slight,4921 ALDINE AV,1010,1010,0,0,4
14489060170,-90.25885012,38.66338326,Negligible to Slight,4931 ALDINE AV,1010,1010,0,0,5
14472000140,-90.24939171,38.6633528,Moderate,4630 ST FERDINAND AV,1110,1110,1909,31,9
14489060170,-90.25888469,38.66346563,Negligible to Slight,4931 ALDINE AV,1010,1010,0,0,4
14489060180,-90.25906501,38.66350416,Negligible to Slight,4935 ALDINE AV,1010,1010,0,0,6
14489060190,-90.25915386,38.66361283,Negligible to Slight,4939 ALDINE AV,1010,1010,0,0,8
14472000120,-90.24956764,38.6634287,Negligible to Slight,4636 ST FERDINAND AV,1110,1110,1908,31,8
14489050060,-90.25854363,38.66474788,Negligible to Slight,4942-4 COTE BRILLIANTE AV,1140,1140,1924,31,5
14489050050,-90.25868241,38.66481365,Negligible to Slight,4946-8 COTE BRILLIANTE AV,1140,1140,1924,31,7
14472000110,-90.24966081,38.6634693,Moderate,4638 ST FERDINAND AV,1110,1110,1908,31,8
14489050040,-90.25882262,38.66484021,Negligible to Slight,4950-2 COTE BRILLIANTE AV,1140,1140,1924,31,4
14472000100,-90.24975393,38.66351618,Negligible to Slight,4642 ST FERDINAND AV,1110,1110,1908,31,9
14472000080,-90.24987211,38.66357336,Substantial to Heavy,4646-8 ST FERDINAND AV,1140,1010,0,0,10
14472000240,-90.24995713,38.66298766,Very Heavy,4639 NORTH MARKET ST,1110,1110,1895,31,7
14489050020,-90.25907015,38.66495733,Negligible to Slight,4958-60 COTE BRILLIANTE AV,1140,1140,1924,31,3
14489050120,-90.25907595,38.66439303,Negligible to Slight,4951 WARWICK AV,1120,1120,1927,31,9
14472000065,-90.25007344,38.66365149,Moderate,4652 ST FERDINAND AV,1110,1110,1909,31,7
14489050140,-90.25928411,38.66446622,Negligible to Slight,4957 WARWICK AV,1120,1120,1925,31,8
14489050140,-90.25919924,38.66442274,Negligible to Slight,4957 WARWICK AV,1120,1120,1925,31,10
14472000050,-90.25029541,38.66372128,Moderate,4660 ST FERDINAND AV,1110,1110,1901,31,6
14489050150,-90.25951184,38.66456701,Negligible to Slight,4961 WARWICK AV,1110,1110,1959,31,12
14472000010,-90.25059201,38.66389702,Destruction,4670 ST FERDINAND AV,1010,1010,0,0,11
14489050155,-90.25983301,38.66479349,Negligible to Slight,1706 N KINGSHIGHWAY BLVD,5000,5000,1983,43,9
14489050025,-90.25897555,38.66491525,Negligible to Slight,4954-6 COTE BRILLIANTE AV,1120,1140,1924,31,6
14489060070,-90.25826702,38.66360432,Negligible to Slight,4916 WARWICK AV,1110,1110,1958,31,8
14445000056,-90.2356932,38.66891496,Negligible to Slight,4328-30 NATURAL BRIDGE AV,5000,5000,2007,43,10
14489060050,-90.25850669,38.66370253,Negligible to Slight,4924 WARWICK AV,1110,1110,1958,31,8
14489060030,-90.25874616,38.66378455,Negligible to Slight,4932 WARWICK AV,1110,1110,1958,31,6
14489060010,-90.25896027,38.66390996,Negligible to Slight,4940 WARWICK AV,1110,1110,1958,31,9
14489060020,-90.25882098,38.66385004,Negligible to Slight,4936 WARWICK AV,1110,1110,1958,31,8
14489060040,-90.25863457,38.66373462,Negligible to Slight,4928 WARWICK AV,1110,1110,1958,31,6
14489060060,-90.25839822,38.6636311,Negligible to Slight,4920 WARWICK AV,1110,1110,1958,31,6
14445000170,-90.23638558,38.66861844,Negligible to Slight,4335 LEXINGTON AV,7200,5000,1966,43,12
14489060070,-90.25815808,38.6635704,Negligible to Slight,4916 WARWICK AV,1110,1110,1958,31,12
14445000220,-90.23671544,38.66866011,Moderate,3606 N NEWSTEAD AV,1120,1110,1907,31,12
14489060090,-90.25803108,38.66339101,Moderate,1617 N EUCLID AV,5000,5000,1953,41,8
14489060130,-90.25822361,38.66300916,Negligible to Slight,1601 N EUCLID AV,1120,1120,1926,31,5
14445000040,-90.236105,38.66931695,Substantial to Heavy,4338 NATURAL BRIDGE AV,6253,6253,1903,31,12
14489060120,-90.25818563,38.66310824,Substantial to Heavy,1605 N EUCLID AV,5000,5000,1930,42,4
13719000210,-90.24719529,38.66077689,Negligible to Slight,4527 GARFIELD AV,1110,1110,1890,31,6
14445000045,-90.23597276,38.66931665,Substantial to Heavy,4334-6 NATURAL BRIDGE AV,5000,5000,1913,31,13
14489060140,-90.25855365,38.66327901,Moderate,4917 ALDINE AV,1140,1140,1925,31,7
13719000220,-90.24729867,38.66080582,Moderate,4531 GARFIELD AV,1110,1110,1890,31,7
13719000230,-90.24739067,38.66084091,Negligible to Slight,4533 GARFIELD AV,1110,1110,1890,31,7
13719000240,-90.24745141,38.66088411,Moderate,4535 GARFIELD AV,1120,1110,1890,31,4
14489060200,-90.26035346,38.66413537,Negligible to Slight,1600-16 N KINGSHIGHWAY BLVD,1185,1185,1973,42,15
13719000170,-90.2472186,38.66137743,Moderate,4538 NORTH MARKET ST,1110,1110,1946,31,8
14489050120,-90.25898229,38.66433241,Moderate,4951 WARWICK AV,1120,1120,1927,31,10
14489050160,-90.25957799,38.66512017,Negligible to Slight,1720 N KINGSHIGHWAY BLVD,5811,5811,1968,53,9
13719000490,-90.24949553,38.66216121,Moderate,1916 CORA AV,1120,1110,1888,31,11
13719000010,-90.24896142,38.66214926,Substantial to Heavy,4594-6 NORTH MARKET ST,1140,1140,1905,31,9
14489050010,-90.2592157,38.66503482,Moderate,4964-6 COTE BRILLIANTE AV,1140,1140,1924,31,5
13719000510,-90.24939056,38.66230068,Moderate,1922 CORA AV,1110,1110,1891,31,12
14489050100,-90.25886721,38.66427228,Moderate,4943 WARWICK AV,1120,1120,1927,31,9
15638000350,-90.24983085,38.66245475,Substantial to Heavy,1921 CORA AV,1120,1120,1908,31,9
15638000350,-90.24985808,38.66239662,Very Heavy,1921 CORA AV,1120,1120,1908,31,8
14489050070,-90.25800019,38.66430407,Moderate,4908 COTE BRILLIANTE AV,5000,5000,1963,43,7
15638000360,-90.24989874,38.6623257,Negligible to Slight,1919 CORA AV,1110,1110,1898,31,9
15638000370,-90.24996707,38.66223714,Moderate,1917 CORA AV,1110,1110,1894,31,11
15638000380,-90.25001015,38.66211744,Very Heavy,1911 CORA AV,1120,1120,1898,31,12
14472000295,-90.25040053,38.66321191,Very Heavy,4655 NORTH MARKET ST,1110,1110,1926,31,5
14472000270,-90.25029605,38.66314018,Destruction,4649 NORTH MARKET ST,1110,1110,1891,31,7
14488000090,-90.25655349,38.66453875,Moderate,1744 N EUCLID AV,1140,1140,1924,31,11
14488000080,-90.25662529,38.66444339,Moderate,1740 N EUCLID AV,1110,1110,1913,31,11
14488000070,-90.25667698,38.66435732,Moderate,1738 N EUCLID AV,1110,1110,1913,31,10
15638000310,-90.25051585,38.66263928,Destruction,1916 DICK GREGORY PL,1110,1110,1898,31,10
14488000060,-90.25676662,38.66430577,Moderate,1734 N EUCLID AV,1110,1110,1911,31,12
14488000050,-90.25682971,38.66421258,Moderate,1730 N EUCLID AV,1110,1110,1911,31,13
14445000040,-90.23623442,38.66930764,Substantial to Heavy,4338 NATURAL BRIDGE AV,6253,6253,1903,31,8
14488000020,-90.25696405,38.66396505,Moderate,1718 N EUCLID AV,1110,1110,1885,31,11
14488000270,-90.25726716,38.66361396,Moderate,4877-9 COTE BRILLIANTE AV,1120,1120,1908,31,5
14488000260,-90.25716878,38.66357398,Moderate,4873-5 COTE BRILLIANTE AV,1120,1120,1908,31,8
14488000260,-90.25705908,38.66353355,Moderate,4873-5 COTE BRILLIANTE AV,1120,1120,1908,31,6
14488000250,-90.25697021,38.66348528,Substantial to Heavy,4867-9 COTE BRILLIANTE AV,1120,1120,1908,31,6
14488000200,-90.25621878,38.66316292,Substantial to Heavy,4843 COTE BRILLIANTE AV,1110,1110,1889,32,12
13780000660,-90.25518046,38.66272019,Negligible to Slight,4807 COTE BRILLIANTE AV,1110,1110,1889,31,12
13780000550,-90.25383956,38.66211585,Very Heavy,4739 COTE BRILLIANTE AV,1110,1110,1912,31,12
13780000560,-90.25395529,38.66219343,Substantial to Heavy,4743 COTE BRILLIANTE AV,1120,1120,1904,31,12
13780000570,-90.25407464,38.66224574,Destruction,4747 COTE BRILLIANTE AV,1110,1110,1889,31,12
13780000600,-90.25439309,38.66237501,Destruction,4757 COTE BRILLIANTE AV,1110,1110,1891,31,11
13780000630,-90.25476182,38.66256362,Destruction,4771 COTE BRILLIANTE AV,1120,1120,1900,31,11
14445000015,-90.23635059,38.66945996,Moderate,4346 NATURAL BRIDGE AV,5000,5000,1984,43,12
14473000010,-90.25135516,38.6629828,Very Heavy,1918-24 MARCUS AV,1110,1110,1930,31,9
14473000050,-90.25090838,38.66277772,Negligible to Slight,1907-15 DICK GREGORY PL,6911,5000,1935,42,10
13779000040,-90.25584071,38.66249843,Moderate,4818 COTE BRILLIANTE AV,1110,1110,1884,31,14
14473000090,-90.25153712,38.6626806,Substantial to Heavy,4649 LEDUC ST,1140,1140,1925,31,7
13779000040,-90.25566012,38.66244829,Moderate,4818 COTE BRILLIANTE AV,1110,1110,1884,31,14
14473000080,-90.25133137,38.66256765,Destruction,4645 LEDUC ST,1010,1010,0,0,9
13779000070,-90.25529776,38.6622799,Negligible to Slight,4772 COTE BRILLIANTE AV,1122,1122,1884,31,15
14473000080,-90.25142203,38.66260761,Destruction,4645 LEDUC ST,1010,1010,0,0,7
13779000070,-90.25517662,38.66219454,Negligible to Slight,4772 COTE BRILLIANTE AV,1122,1122,1884,31,12
13779000100,-90.25469901,38.66199325,Substantial to Heavy,4758 COTE BRILLIANTE AV,1110,1110,1884,32,11
14474000040,-90.25131896,38.66214382,Destruction,4634 LEDUC ST,1140,1140,1925,31,10
13779000130,-90.2544779,38.66183843,Substantial to Heavy,4752 COTE BRILLIANTE AV,1010,1010,0,0,11
14473000060,-90.2510589,38.66249647,Very Heavy,4635 LEDUC ST,1140,1140,1902,31,3
13779000160,-90.25413613,38.66177357,Substantial to Heavy,4740 COTE BRILLIANTE AV,1010,1010,0,0,12
13779000180,-90.25397864,38.66170553,Negligible to Slight,4734 COTE BRILLIANTE AV,1110,1110,1885,31,14
13779000180,-90.25383213,38.66167716,Negligible to Slight,4734 COTE BRILLIANTE AV,1110,1110,1885,31,15
14445000200,-90.23698396,38.66877007,Moderate,3602 N NEWSTEAD AV,1120,1110,1907,31,9
13779000200,-90.25374236,38.66159295,Substantial to Heavy,4726 COTE BRILLIANTE AV,1110,1110,1884,32,13
15638000270,-90.25072564,38.66233711,Substantial to Heavy,1904 DICK GREGORY PL,1118,1118,1898,31,9
13779000200,-90.25363038,38.66155551,Negligible to Slight,4726 COTE BRILLIANTE AV,1110,1110,1884,32,14
14445000230,-90.23690411,38.66890192,Negligible to Slight,3608 N NEWSTEAD AV,1120,1120,1915,31,10
15638000260,-90.25077263,38.66225833,Negligible to Slight,1900 DICK GREGORY PL,1118,1118,1898,31,8
13779000250,-90.25303945,38.66126146,Destruction,1535-7 MARCUS AV,1140,1140,1926,31,4
15638000250,-90.25082203,38.66216172,Negligible to Slight,1832 DICK GREGORY PL,1118,1118,1928,31,7
13779000260,-90.25318496,38.66118022,Destruction,1533 MARCUS AV,1110,1110,1884,31,5
15638000240,-90.25094364,38.66206445,Negligible to Slight,1822 DICK GREGORY PL,1118,1118,1898,31,11
13779000270,-90.25320456,38.66100911,Negligible to Slight,1527 MARCUS AV,1010,1010,0,0,9
15638000230,-90.25095583,38.66198476,Negligible to Slight,1820 DICK GREGORY PL,1118,1118,1898,31,9
13779000300,-90.25341279,38.66079801,Substantial to Heavy,1517-9 MARCUS AV,1140,1140,1902,31,6
13779000310,-90.25361439,38.66063552,Moderate,4711 DR MARTIN LUTHER KING DR,5110,5110,1963,43,9
13779000340,-90.25409493,38.66077975,Negligible to Slight,4725-7 DR MARTIN LUTHER KING DR,5000,5000,0,0,12
13770000270,-90.25808446,38.65916711,Substantial to Heavy,4854 PAGE BLVD,5000,5000,0,0,10
13779000350,-90.25441641,38.66091003,Substantial to Heavy,4729-31 DR MARTIN LUTHER KING DR,5112,5000,1907,43,10
13770000250,-90.25827384,38.65924484,Moderate,4860-2 PAGE BLVD,1140,1140,1926,31,11
13770000240,-90.25840278,38.65926698,Substantial to Heavy,4864 PAGE BLVD,5000,5000,0,0,11
13779000441,-90.25500239,38.66099696,Destruction,4749 DR MARTIN LUTHER KING DR,5000,5000,1909,42,15
13779000450,-90.25532259,38.66111593,Substantial to Heavy,4761-3 DR MARTIN LUTHER KING DR,6411,6411,1924,42,16
13779000460,-90.25560856,38.66123345,Substantial to Heavy,4769 DR MARTIN LUTHER KING DR,5820,5000,1907,42,15
13770000230,-90.25863847,38.65924875,Negligible to Slight,4868-70 PAGE BLVD,6911,5000,0,0,3
13770000200,-90.25895946,38.65900713,Negligible to Slight,1254 N EUCLID AV,1120,1120,1901,31,13
13779000550,-90.25646373,38.66166654,Very Heavy,4829 DR MARTIN LUTHER KING DR,6411,6411,1885,42,15
14445000270,-90.23677957,38.66911052,Moderate,3616 N NEWSTEAD AV,1120,1110,1902,31,11
13779000550,-90.25683779,38.66176414,Very Heavy,4829 DR MARTIN LUTHER KING DR,6411,6411,1885,42,17
13770000190,-90.25900177,38.65893068,Negligible to Slight,1252 N EUCLID AV,1120,1120,1901,31,14
13770000170,-90.25908034,38.6588254,Negligible to Slight,1244 N EUCLID AV,1010,1010,0,0,16
15638000420,-90.25030869,38.66180261,Very Heavy,1825 CORA AV,1110,1110,1898,31,9
13770000310,-90.25811225,38.65853105,Negligible to Slight,1247 BAYARD AV,1010,1010,0,0,8
13783000060,-90.25771567,38.66192479,Very Heavy,4859 DR MARTIN LUTHER KING DR,5000,5000,1905,42,9
13770000135,-90.25911183,38.65854991,Moderate,1232-4 N EUCLID AV,1110,1110,1896,31,16
13783000045,-90.25739645,38.66182803,Moderate,4851 DR MARTIN LUTHER KING DR,5000,5000,1905,42,7
13783000045,-90.25746391,38.66185876,Moderate,4851 DR MARTIN LUTHER KING DR,5000,5000,1905,42,7
13770000125,-90.25905604,38.65836499,Negligible to Slight,1230 N EUCLID AV,1120,1120,1896,31,12
13783000065,-90.25776378,38.66195059,Very Heavy,4861 DR MARTIN LUTHER KING DR,5000,5000,1905,42,7
13770000100,-90.25913283,38.65821441,Moderate,1224-6 N EUCLID AV,1010,1010,0,0,15
15638000400,-90.25016211,38.66193626,Negligible to Slight,1903 CORA AV,1010,1010,0,0,11
15638000410,-90.25020405,38.66185881,Negligible to Slight,1901 CORA AV,1110,1110,1898,31,11
13770000350,-90.25816608,38.65819872,Moderate,1235 BAYARD AV,1010,1010,0,0,9
13783000140,-90.25792535,38.66264958,Substantial to Heavy,1524 N EUCLID AV,1110,1110,1890,31,10
15638000430,-90.25034553,38.66171142,Negligible to Slight,1823 CORA AV,1120,1120,1898,31,10
15638000440,-90.25039882,38.66164019,Negligible to Slight,1821 CORA AV,1110,1110,1889,31,9
13770000380,-90.25820241,38.65787748,Destruction,1221 BAYARD AV,1010,1010,0,0,10
14446030170,-90.23710425,38.66932893,Moderate,3619 N NEWSTEAD AV,1120,1120,1908,31,3
13784000170,-90.25834094,38.66272605,Moderate,4902 ALDINE AV,1110,1140,1929,31,6
13770000390,-90.25817716,38.65778808,Moderate,1219 BAYARD AV,1110,1110,1893,31,12
13784000190,-90.25886165,38.66233386,Moderate,4907-9 DR MARTIN LUTHER KING DR,5000,5000,1907,42,11
13770000390,-90.25819594,38.6577351,Moderate,1219 BAYARD AV,1110,1110,1893,31,12
13720000660,-90.24988195,38.66158251,Moderate,1824-6 CORA AV,1140,1140,1902,31,10
13784000220,-90.25930791,38.6626825,Negligible to Slight,4923-5 DR MARTIN LUTHER KING DR,5000,5000,1957,43,7
13784000250,-90.26008392,38.66290882,Moderate,4955-7 DR MARTIN LUTHER KING DR,5000,5000,1902,31,15
13770000510,-90.25845454,38.65609765,Moderate,1119 BAYARD AV,1110,1110,1892,31,7
13720000640,-90.24981167,38.66115267,Very Heavy,1816 CORA AV,1110,1110,1889,31,13
13784000275,-90.26066412,38.66317756,Negligible to Slight,4965 DR MARTIN LUTHER KING DR,5000,5000,0,0,7
13770000510,-90.25844623,38.65616451,Moderate,1119 BAYARD AV,1110,1110,1892,31,8
13720000640,-90.25004989,38.66136406,Destruction,1816 CORA AV,1110,1110,1889,31,11
13720000600,-90.24986842,38.6608948,Destruction,4595 COTE BRILLIANTE AV,1110,1110,1893,31,11
13770000530,-90.25848185,38.65595764,Negligible to Slight,1115 BAYARD AV,1110,1010,0,0,6
13770000600,-90.2587983,38.65612833,Negligible to Slight,4859 FOUNTAIN AV,1110,1110,1890,31,13
13720000590,-90.24971021,38.66085008,Very Heavy,4591 COTE BRILLIANTE AV,1110,1110,1891,31,7
13720000580,-90.24960622,38.66080566,Destruction,4589 COTE BRILLIANTE AV,1120,1120,1895,31,5
13720000570,-90.24952679,38.66076321,Destruction,4587 COTE BRILLIANTE AV,1010,1010,0,0,5
13770000670,-90.25944176,38.65621697,Negligible to Slight,1112 N EUCLID AV,1010,1010,0,0,8
13770000560,-90.25852634,38.65574462,Moderate,4847 FOUNTAIN AV,1010,1010,0,0,5
13720000560,-90.24944631,38.66074148,Substantial to Heavy,4585 COTE BRILLIANTE AV,1110,1110,1895,31,5
13770000570,-90.25867811,38.65580319,Substantial to Heavy,4851 FOUNTAIN AV,1110,1110,1892,31,3
13720000540,-90.24926304,38.66065708,Substantial to Heavy,4577 COTE BRILLIANTE AV,1120,1120,1909,31,6
13720000530,-90.24919147,38.66055412,Negligible to Slight,4575 COTE BRILLIANTE AV,1110,1110,1924,31,9
13770000590,-90.25886227,38.65588664,Moderate,4855-7 FOUNTAIN AV,1120,1120,1908,31,8
13720000520,-90.24906281,38.66054054,Negligible to Slight,4569 COTE BRILLIANTE AV,1110,1110,1937,31,6
13770000600,-90.25897105,38.65586737,Moderate,4859 FOUNTAIN AV,1110,1110,1890,31,11
13720000500,-90.24887092,38.66046798,Destruction,4565 COTE BRILLIANTE AV,1110,1110,1894,31,6
13720000490,-90.24879962,38.66042757,Destruction,4561 COTE BRILLIANTE AV,1120,1120,1895,31,7
13720000470,-90.24857163,38.66036098,Negligible to Slight,4555 COTE BRILLIANTE AV,1110,1110,1937,31,3
13761050135,-90.25266311,38.65268148,Negligible to Slight,915-47 N TAYLOR AV,5000,5000,0,0,16
13720000140,-90.24815761,38.66076343,Destruction,4552 GARFIELD AV,1110,1110,1928,31,8
13770000610,-90.25906272,38.65590095,Negligible to Slight,4861 FOUNTAIN AV,1110,1110,1892,31,8
15053000220,-90.25141094,38.65351045,Negligible to Slight,2 LEWIS PL,1140,1140,1890,31,8
13720000150,-90.24811278,38.66071003,Very Heavy,4550 GARFIELD AV,1120,1120,1900,31,6
15053000230,-90.25172275,38.65306031,Negligible to Slight,1007 N TAYLOR AV,6800,5000,2007,53,6
13770000620,-90.25917229,38.65589985,Moderate,4865 FOUNTAIN AV,1110,1110,1894,31,10
13720000220,-90.24737314,38.66044983,Substantial to Heavy,4530 GARFIELD AV,1010,1010,0,0,11
13761050101,-90.25361223,38.65330571,Negligible to Slight,4550-600 MCMILLAN AV,1185,1185,2004,43,8
13770000630,-90.25926469,38.65591444,Moderate,4867 FOUNTAIN AV,1110,1110,1894,31,10
13770000640,-90.25937758,38.65594214,Negligible to Slight,4871 FOUNTAIN AV,1110,1110,1894,31,8
15053000120,-90.25290399,38.65424416,Substantial to Heavy,22 LEWIS PL,1110,1110,1927,31,5
13770000660,-90.25948306,38.65595649,Moderate,4877 FOUNTAIN AV,1110,1110,1890,31,7
13770000660,-90.25959608,38.65597735,Moderate,4877 FOUNTAIN AV,1110,1110,1890,31,5
13703000470,-90.24577301,38.6606267,Negligible to Slight,1926 N TAYLOR AV,5000,5000,0,0,8
15053000330,-90.2541406,38.65397209,Negligible to Slight,4609 MCMILLAN AV,1120,1120,1906,31,5
15053000340,-90.25429766,38.65397788,Negligible to Slight,4611 MCMILLAN AV,1120,1120,1906,31,5
13703000460,-90.2459092,38.66053787,Negligible to Slight,1918 N TAYLOR AV,6913,6913,1954,43,16
15053000360,-90.25447194,38.65402796,Negligible to Slight,4617 MCMILLAN AV,1120,1120,1906,31,2
13703000395,-90.24599353,38.66030825,Negligible to Slight,1900-14 N TAYLOR AV,5000,5000,1925,42,12
15053000380,-90.25466706,38.65399253,Negligible to Slight,4623 MCMILLAN AV,1110,1110,1925,31,7
13719000305,-90.24635444,38.66071967,Negligible to Slight,1911 N TAYLOR AV,1185,1185,1924,42,6
15053000060,-90.25383701,38.65449725,Negligible to Slight,32 LEWIS PL,1110,1110,1909,31,3
15053000050,-90.25403976,38.65448385,Negligible to Slight,46 LEWIS PL,1110,1110,1906,31,5
15053000040,-90.2542253,38.65452887,Negligible to Slight,48 LEWIS PL,1110,1110,1906,31,6
15053000030,-90.25436291,38.6545773,Negligible to Slight,50 LEWIS PL,1110,1110,1909,31,6
13719000196,-90.24664506,38.66107507,Negligible to Slight,4516 NORTH MARKET ST,1185,1185,1924,42,13
15053000020,-90.25458774,38.65457791,Negligible to Slight,52 LEWIS PL,1110,1110,1920,31,8
15053000010,-90.25474815,38.65457575,Negligible to Slight,54 LEWIS PL,1110,1110,1921,31,6
13719000175,-90.24699218,38.6612473,Substantial to Heavy,4528 NORTH MARKET ST,1185,1185,1900,42,5
15052000140,-90.25508397,38.6545821,Negligible to Slight,4702 LEWIS PL,1110,1110,1916,31,4
15052000130,-90.25521261,38.6545718,Negligible to Slight,4706 LEWIS PL,1110,1110,1921,31,4
13720000410,-90.24795332,38.66004909,Negligible to Slight,4535 COTE BRILLIANTE AV,1110,1110,1891,31,7
15052000120,-90.25532736,38.65459964,Negligible to Slight,4708 LEWIS PL,1110,1110,1923,31,4
13763050260,-90.25924135,38.65483966,Moderate,4864 FOUNTAIN AV,1110,1110,1896,31,12
15052000110,-90.2554623,38.65461207,Negligible to Slight,4712 LEWIS PL,1110,1110,1916,31,5
13763050270,-90.25913364,38.65483748,Moderate,4860 FOUNTAIN AV,1110,1110,1896,31,12
13720000200,-90.24761061,38.66054556,Moderate,4534 GARFIELD AV,1120,1120,1900,31,10
13763050300,-90.25903197,38.65485277,Moderate,4852 FOUNTAIN AV,1110,1110,1895,31,12
15052000100,-90.25560045,38.65461713,Negligible to Slight,4716 LEWIS PL,1110,1110,1925,31,6
15052000090,-90.25571346,38.65463073,Negligible to Slight,4720 LEWIS PL,1110,1110,1916,31,5
15052000080,-90.25584518,38.6546492,Negligible to Slight,4722 LEWIS PL,1110,1110,1924,31,6
13763050300,-90.25892325,38.65486392,Negligible to Slight,4852 FOUNTAIN AV,1110,1110,1895,31,9
15052000070,-90.25596225,38.65463588,Negligible to Slight,4728 LEWIS PL,1110,1110,1916,31,5
15052000060,-90.256058,38.65466821,Negligible to Slight,4730 LEWIS PL,1110,1110,1924,31,2
15052000040,-90.25622531,38.65466808,Negligible to Slight,4738 LEWIS PL,1110,1110,1914,31,7
13763050300,-90.25882157,38.65486332,Negligible to Slight,4852 FOUNTAIN AV,1110,1110,1895,31,9
13763050320,-90.25869071,38.65486507,Moderate,4846 FOUNTAIN AV,1110,1110,1895,31,9
15052000160,-90.25517118,38.65408339,Moderate,4705 MCMILLAN AV,1120,1120,1904,31,5
13763050330,-90.25859105,38.65487232,Negligible to Slight,4844 FOUNTAIN AV,1110,1110,1895,31,10
15052000160,-90.25526499,38.65409622,Moderate,4705 MCMILLAN AV,1120,1120,1904,31,6
15052000170,-90.25535869,38.65410928,Substantial to Heavy,4707 MCMILLAN AV,1120,1120,1904,31,5
13763050350,-90.25877445,38.65439965,Substantial to Heavy,913 BAYARD AV,1110,1110,1892,31,9
13763050350,-90.2587558,38.65450345,Destruction,913 BAYARD AV,1110,1110,1892,31,5
15052000180,-90.25547296,38.65410136,Moderate,4709 MCMILLAN AV,1120,1120,1904,31,6
13763050340,-90.25876923,38.65459618,Negligible to Slight,917 BAYARD AV,1110,1110,1899,31,4
15052000200,-90.25557966,38.65410157,Negligible to Slight,4715 MCMILLAN AV,1010,1010,0,0,5
13763050210,-90.25987359,38.65439663,Negligible to Slight,904-8 N EUCLID AV,1185,1185,1905,42,18
15052000240,-90.25594118,38.65416522,Very Heavy,4727 MCMILLAN AV,1120,1120,1905,31,2
15052000260,-90.25627009,38.65419485,Very Heavy,4733-5 MCMILLAN AV,1140,1140,1905,31,4
13763050400,-90.25888067,38.65352093,Moderate,785 BAYARD AV,1120,1120,1908,31,13
15052000270,-90.25643859,38.65421913,Substantial to Heavy,4737-9 MCMILLAN AV,1140,1140,1905,31,6
13763050140,-90.25988703,38.65361296,Negligible to Slight,776 N EUCLID AV,1110,1110,1890,31,13
15052000040,-90.2563126,38.65468443,Negligible to Slight,4738 LEWIS PL,1110,1110,1914,31,3
13763050130,-90.25990821,38.65352629,Negligible to Slight,772 N EUCLID AV,1010,1010,0,0,14
13763050110,-90.25990397,38.65336103,Moderate,766 N EUCLID AV,1110,1110,1890,31,12
15052000030,-90.2564454,38.65469619,Substantial to Heavy,4740 LEWIS PL,1110,1110,1923,31,4
13763050090,-90.25992728,38.65320487,Negligible to Slight,762 N EUCLID AV,1010,1010,0,0,13
13720000260,-90.24697161,38.66023967,Negligible to Slight,4514 GARFIELD AV,1010,1010,0,0,13
13720000270,-90.24664352,38.66019695,Negligible to Slight,1827 N TAYLOR AV,5000,5000,1925,43,9
13763050040,-90.25996367,38.65272896,Negligible to Slight,744-6 N EUCLID AV,1120,1120,1904,31,11
13763050050,-90.25996093,38.6528047,Negligible to Slight,748-50 N EUCLID AV,1120,1120,1904,31,11
13720000270,-90.24664595,38.66012361,Moderate,1827 N TAYLOR AV,5000,5000,1925,43,9
13763050060,-90.25996843,38.65287204,Negligible to Slight,752 N EUCLID AV,1120,1120,1904,31,11
13763050080,-90.25993818,38.6529851,Moderate,758-60 N EUCLID AV,1120,1120,1910,31,11
15052000290,-90.256741,38.65423212,Moderate,4747-9 MCMILLAN AV,1140,1140,1905,31,5
13720000300,-90.2468854,38.65987778,Destruction,1815 N TAYLOR AV,1110,1110,1899,31,7
15052000310,-90.2569094,38.65428044,Very Heavy,1008 WALTON AV,5000,5000,1905,31,3
13720000290,-90.24683801,38.65994402,Negligible to Slight,1817-9 N TAYLOR AV,1140,1010,0,0,9
13763050040,-90.25997203,38.65265731,Negligible to Slight,744-6 N EUCLID AV,1120,1120,1904,31,10
15052000020,-90.25658273,38.65470397,Substantial to Heavy,4744 LEWIS PL,1110,1110,1914,31,5
15052000010,-90.25684505,38.65469454,Negligible to Slight,4752 LEWIS PL,1110,1110,1916,31,12
13763050030,-90.25996894,38.6525887,Negligible to Slight,742 N EUCLID AV,1120,1120,1904,31,9
13763050480,-90.2590067,38.65287443,Negligible to Slight,763 BAYARD AV,1010,1010,0,0,12
13763050510,-90.25910114,38.65270328,Moderate,753 BAYARD AV,1120,1120,1899,31,8
13763050510,-90.25906572,38.6526297,Negligible to Slight,753 BAYARD AV,1120,1120,1899,31,12
13763050530,-90.25909917,38.65246161,Negligible to Slight,749 BAYARD AV,1120,1120,1900,31,12
13763050550,-90.25911688,38.65237958,Negligible to Slight,741-3 BAYARD AV,1120,1120,1899,31,11
13763050020,-90.25995447,38.65250989,Moderate,738 N EUCLID AV,1120,1120,1903,31,6
13763050010,-90.25999876,38.65244588,Moderate,736 N EUCLID AV,1120,1120,1899,31,9
14552000280,-90.25670463,38.65532384,Negligible to Slight,4753 LEWIS PL,1110,1110,1916,31,7
