HANDLE,Lon,Lat,Rating,SITEADDR,LANDUSE1,ASRUSE1,BDG1YEAR,BDG1EXWALL,MatchLevel
14424000020,-90.23241261,38.67404937,Moderate,4370-2 LEE AV,1120,1120,1906,31,15
14424000030,-90.2322152,38.67400657,Moderate,4366-8 LEE AV,1185,1185,1915,42,16
14424000030,-90.23240247,38.67378403,Very Heavy,4366-8 LEE AV,1185,1185,1915,42,5
14424000170,-90.23285164,38.67314944,Moderate,4317 KOSSUTH AV,1110,1110,1909,31,13
14424000160,-90.23271666,38.67310969,Moderate,4315 KOSSUTH AV,1110,1110,1909,31,11
14424000070,-90.2320197,38.67355371,Moderate,4127 CLARENCE AV,1120,1120,1909,31,5
14424000080,-90.23211451,38.67340686,Moderate,4125 CLARENCE AV,1110,1110,0,0,6
14424000120,-90.2323293,38.67305417,Moderate,4111 CLARENCE AV,1010,1010,0,0,6
14424000130,-90.2323856,38.67298888,Destruction,4107 CLARENCE AV,1110,1110,1907,31,6
14424000150,-90.23244041,38.67292358,Destruction,4103 CLARENCE AV,1120,1120,1908,31,6
14425000320,-90.23202658,38.67274894,Moderate,4102 CLARENCE AV,1120,1120,1910,31,8
14425000330,-90.23196827,38.67282466,Moderate,4104 CLARENCE AV,1110,1110,1901,31,8
14425000340,-90.23194199,38.67289139,Moderate,4106 CLARENCE AV,1110,1110,1921,31,9
14425000400,-90.23158149,38.67336523,Moderate,4126-8 CLARENCE AV,1140,1120,1912,31,7
14425000020,-90.23136387,38.67363456,Moderate,4338-40 LEE AV,1140,1140,1914,31,8
14425000310,-90.2316003,38.67262831,Moderate,4229 W KOSSUTH AV,1010,1010,0,0,12
14425000300,-90.2315206,38.67258435,Moderate,4225 W KOSSUTH AV,1110,1110,1907,31,12
14425000280,-90.23133269,38.67250952,Moderate,4221 W KOSSUTH AV,1010,1010,0,0,12
14425000050,-90.23092744,38.67342376,Substantial to Heavy,4324 LEE AV,1120,1010,0,0,14
14425000060,-90.23083783,38.67338095,Moderate,4320 LEE AV,1110,1110,1904,31,14
14425000070,-90.23072317,38.67335543,Moderate,4318 LEE AV,1120,1120,1915,31,15
14425000100,-90.23064416,38.67329306,Substantial to Heavy,4308 LEE AV,1120,1120,1909,31,13
14425000240,-90.23108658,38.67238594,Negligible to Slight,4105 TURNER AV,1110,1110,1908,31,13
14425000220,-90.23099607,38.67253491,Negligible to Slight,4111 TURNER AV,1110,1110,1907,31,13
14425000210,-90.23095783,38.67258736,Very Heavy,4113 TURNER AV,1110,1110,1907,31,13
14425000180,-90.2308015,38.67283097,Moderate,4121 TURNER AV,1120,1120,1916,31,13
14425000100,-90.23048347,38.67327219,Destruction,4308 LEE AV,1120,1120,1909,31,10
14425000240,-90.23094443,38.67226499,Moderate,4105 TURNER AV,1110,1110,1908,31,5
14425000240,-90.23088522,38.67231707,Moderate,4105 TURNER AV,1110,1110,1908,31,6
14425000230,-90.23084885,38.67238408,Moderate,4109 TURNER AV,1110,1110,1908,31,5
14425000220,-90.23079616,38.67244271,Moderate,4111 TURNER AV,1110,1110,1907,31,6
14425000210,-90.23075141,38.67250098,Moderate,4113 TURNER AV,1110,1110,1907,31,6
14425000190,-90.23069401,38.67256799,Moderate,4117 TURNER AV,1110,1110,1907,31,6
14425000190,-90.230697,38.67264577,Substantial to Heavy,4117 TURNER AV,1110,1110,1907,31,3
14425000180,-90.23065357,38.67269493,Moderate,4121 TURNER AV,1120,1120,1916,31,3
14425000160,-90.23060265,38.67276514,Substantial to Heavy,4125 TURNER AV,1110,1110,1907,31,4
14425000160,-90.23054874,38.67281079,Substantial to Heavy,4125 TURNER AV,1110,1110,1907,31,5
14425000140,-90.23050456,38.67288099,Moderate,4129 TURNER AV,1110,1110,1909,31,5
14425000130,-90.23045589,38.67293942,Moderate,4133 TURNER AV,1110,1110,1902,31,5
14425000130,-90.23043342,38.67300256,Moderate,4133 TURNER AV,1110,1110,1902,31,3
14425000120,-90.23024921,38.67316396,Substantial to Heavy,4300-2 LEE AV,5440,5440,1912,31,9
14426040170,-90.23045026,38.67208728,Moderate,4289 KOSSUTH AV,1140,1140,1925,31,5
14426040180,-90.23060038,38.67216548,Moderate,4295 KOSSUTH AV,1140,1140,1925,31,7
14426040010,-90.23043385,38.67221421,Substantial to Heavy,4108 TURNER AV,1120,1120,1908,31,9
14426040020,-90.23036494,38.67227313,Moderate,4110 TURNER AV,1110,1110,1972,32,7
14426040025,-90.23033295,38.67231861,Negligible to Slight,4112 TURNER AV,1110,1110,1972,32,8
14426040030,-90.2302944,38.67237949,Moderate,4114 TURNER AV,1110,1110,1908,31,8
14426040040,-90.23025502,38.67246022,Moderate,4116 TURNER AV,1110,1110,1908,31,9
14426040050,-90.23021975,38.67252739,Substantial to Heavy,4120 TURNER AV,1110,1110,1908,31,9
14426040070,-90.23011228,38.67260046,Moderate,4124 TURNER AV,1110,1110,1907,31,7
14426040090,-90.23004009,38.67276627,Substantial to Heavy,4130 TURNER AV,1110,1110,1907,31,8
14426040080,-90.23008603,38.67268493,Moderate,4128 TURNER AV,1110,1110,1907,31,9
14426040100,-90.2299556,38.67280091,Very Heavy,4132 TURNER AV,1110,1110,1902,31,6
14426040120,-90.22981903,38.67294949,Very Heavy,4284-6 LEE AV,1140,1140,1909,31,7
14426040140,-90.22971483,38.67290586,Destruction,4278-80 LEE AV,1140,1140,1909,31,8
14426030030,-90.22972237,38.67228947,Moderate,4118 RUSH PL,1110,1110,1907,31,9
14426030040,-90.22964167,38.67234958,Moderate,4120 RUSH PL,1110,1110,1907,31,6
14426030275,-90.23012903,38.6719623,Substantial to Heavy,4275 KOSSUTH AV,1010,1110,1925,31,14
14426030260,-90.22986878,38.67185552,Moderate,4269 KOSSUTH AV,1110,1110,1892,32,7
14426030260,-90.22978466,38.6718339,Negligible to Slight,4269 KOSSUTH AV,1110,1110,1892,32,4
14426030250,-90.22971278,38.67178357,Negligible to Slight,4267 KOSSUTH AV,1110,1110,1972,32,6
14426030230,-90.22957224,38.67172783,Moderate,4259 KOSSUTH AV,1140,1140,1922,31,6
14426030220,-90.2293825,38.67165326,Negligible to Slight,4253 KOSSUTH AV,1140,1140,1923,31,3
14426030180,-90.22918188,38.67198361,Substantial to Heavy,4119 RED BUD AV,1010,1010,0,0,6
14426030090,-90.22922186,38.67267365,Very Heavy,4260 LEE AV,1010,1010,0,0,8
14426030110,-90.22905708,38.67256526,Very Heavy,4256 LEE AV,1010,1010,0,0,8
14426030120,-90.22898537,38.67252832,Destruction,4252-4 LEE AV,1140,1140,1910,31,5
14426030130,-90.22889247,38.6724949,Destruction,4248 LEE AV,1110,1110,1909,31,7
13616000205,-90.23370138,38.67313874,Moderate,4046 N NEWSTEAD AV,1110,1110,2002,32,10
13616000195,-90.23378979,38.67304516,Negligible to Slight,4042 N NEWSTEAD AV,1110,1110,2000,32,11
13616000185,-90.23385796,38.67292382,Moderate,4038 N NEWSTEAD AV,1110,1110,2000,32,11
13616000165,-90.23390923,38.67283442,Substantial to Heavy,4034 N NEWSTEAD AV,1110,1110,1893,32,10
13616000140,-90.23347448,38.67274946,Substantial to Heavy,4329 FARLIN AV,1110,1110,1972,32,8
13616000120,-90.23327509,38.67263557,Very Heavy,4321 FARLIN AV,1110,1110,1963,31,9
13616000080,-90.23297827,38.67257409,Moderate,4313 FARLIN AV,1110,1110,1891,32,5
14437000010,-90.23233442,38.67249609,Substantial to Heavy,4240 W KOSSUTH AV,1120,1120,1922,31,9
14437000020,-90.2322173,38.67245065,Substantial to Heavy,4236 W KOSSUTH AV,1110,1110,1904,31,8
14437000030,-90.23214494,38.67238223,Moderate,4234 W KOSSUTH AV,1110,1110,1904,31,5
14437000260,-90.23250734,38.67206822,Substantial to Heavy,4241 W FARLIN AV,1010,1010,0,0,6
14437000250,-90.23241045,38.67202803,Moderate,4237 W FARLIN AV,1110,1110,1905,31,5
15485000080,-90.27482912,38.65634713,Negligible to Slight,18 WINDERMERE PL,1110,1110,1907,31,5
15485000090,-90.27464353,38.65632035,Negligible to Slight,16 WINDERMERE PL,1110,1110,1909,31,4
14437000240,-90.23232767,38.67200748,Substantial to Heavy,4235 W FARLIN AV,1110,1110,1905,31,4
15485000100,-90.27442216,38.65630372,Negligible to Slight,14 WINDERMERE PL,1110,1110,1908,31,5
14437000220,-90.23219611,38.6719344,Very Heavy,4227-9 W FARLIN AV,1140,1140,1925,31,6
15485000110,-90.27421423,38.65627152,Negligible to Slight,12 WINDERMERE PL,1110,1110,1905,31,3
15485000120,-90.27399182,38.65626346,Negligible to Slight,10 WINDERMERE PL,1010,1010,0,0,5
14437000210,-90.23205616,38.67187489,Very Heavy,4223-5 W FARLIN AV,1140,1140,1925,31,7
15485000130,-90.27381809,38.65624244,Negligible to Slight,8 WINDERMERE PL,1110,1110,1907,31,5
14437000070,-90.23167662,38.67218573,Substantial to Heavy,4220 W KOSSUTH AV,1110,1110,1908,31,6
15485000140,-90.27359648,38.65626583,Negligible to Slight,6 WINDERMERE PL,1110,1110,1905,31,9
14437000200,-90.23192781,38.6718237,Substantial to Heavy,4221 W FARLIN AV,1110,1110,1893,32,6
15485000150,-90.27338629,38.6562271,Negligible to Slight,4 WINDERMERE PL,1110,1110,1908,31,7
14437000200,-90.23184762,38.67179311,Moderate,4221 W FARLIN AV,1110,1110,1893,32,5
13865000120,-90.27309962,38.65670558,Negligible to Slight,1 WINDERMERE PL,1122,1122,1908,31,6
15485000160,-90.27315577,38.6560991,Negligible to Slight,2 WINDERMERE PL,1110,1110,1971,31,6
14437000070,-90.23158285,38.67215964,Moderate,4220 W KOSSUTH AV,1110,1110,1908,31,8
14437000190,-90.2317332,38.67172201,Moderate,4219 W FARLIN AV,1110,1110,1892,32,7
14437000090,-90.23141581,38.67209702,Moderate,4214 W KOSSUTH AV,1110,1110,1908,31,8
14437000090,-90.23131725,38.67207947,Moderate,4214 W KOSSUTH AV,1110,1110,1908,31,9
14437000110,-90.23124124,38.67201562,Moderate,4206 W KOSSUTH AV,1120,1120,1909,31,7
14548000020,-90.28632079,38.65509635,Negligible to Slight,5742 ENRIGHT AV,1110,1110,1905,31,11
14437000110,-90.23117108,38.67200068,Negligible to Slight,4206 W KOSSUTH AV,1120,1120,1909,31,9
14548000010,-90.28645613,38.65510948,Negligible to Slight,5746 ENRIGHT AV,1110,1110,1905,31,11
14437000160,-90.23148847,38.6716486,Negligible to Slight,4205-7 W FARLIN AV,1120,1120,1893,31,3
14548000390,-90.28635632,38.65465483,Negligible to Slight,5745 DELMAR BLVD,5530,5530,2011,43,14
14548000390,-90.28643365,38.65440506,Negligible to Slight,5745 DELMAR BLVD,5530,5530,2011,43,8
14548000335,-90.28550291,38.65441077,Negligible to Slight,5701-39 DELMAR BLVD,5000,5000,1996,43,2
14548000320,-90.28464939,38.65433264,Negligible to Slight,5669-75 DELMAR BLVD,5000,5000,1994,43,6
15485000171,-90.2759477,38.6557737,Negligible to Slight,800 ARLINGTON AV,1185,1185,1900,43,22
15485000171,-90.27504452,38.65570323,Negligible to Slight,800 ARLINGTON AV,1185,1185,1900,43,21
14550000020,-90.28147221,38.6557847,Negligible to Slight,5572 CLEMENS AV,1185,1185,1915,42,11
14837000320,-90.26378192,38.6521392,Moderate,707 N KINGSHIGHWAY BLVD,5530,5530,2008,43,16
14837000320,-90.26380985,38.65186072,Moderate,707 N KINGSHIGHWAY BLVD,5530,5530,2008,43,8
14837000150,-90.26526374,38.65275382,Negligible to Slight,5052-4 ENRIGHT AV,1010,1010,0,0,12
14837000160,-90.26517666,38.65274378,Negligible to Slight,5048 ENRIGHT AV,1110,1110,1898,31,13
14837000170,-90.26509044,38.65273348,Negligible to Slight,5046 ENRIGHT AV,1110,1110,1898,31,13
14437000150,-90.2313547,38.67158064,Moderate,4203 W FARLIN AV,1010,1010,0,0,4
14837000190,-90.26489027,38.65269264,Substantial to Heavy,5042 ENRIGHT AV,1010,1010,0,0,11
14437000120,-90.23108804,38.67198408,Substantial to Heavy,4204 W KOSSUTH AV,1110,1110,1909,31,9
15181000160,-90.27711338,38.6544506,Negligible to Slight,16 BEVERLY PL,1110,1110,1908,31,8
14837000200,-90.26481686,38.65266246,Very Heavy,5038-40 ENRIGHT AV,1120,1120,1904,31,10
14436000010,-90.23083891,38.6718141,Moderate,4292 KOSSUTH AV,1110,1110,1972,32,6
14837000210,-90.26471011,38.65267772,Moderate,5036 ENRIGHT AV,1120,1120,1903,31,12
14837000220,-90.26460116,38.65268682,Negligible to Slight,5032-4 ENRIGHT AV,1120,1120,1903,31,13
14837000230,-90.26449678,38.65267373,Negligible to Slight,5030 ENRIGHT AV,1110,1110,1892,31,13
14436000310,-90.23089632,38.67134927,Negligible to Slight,4285 FARLIN AV,1110,1110,1892,32,7
14436000010,-90.23073744,38.67179753,Moderate,4292 KOSSUTH AV,1110,1110,1972,32,8
14436000040,-90.23063185,38.6717504,Moderate,4286 KOSSUTH AV,1110,1110,1892,32,8
14837000240,-90.26439182,38.65265302,Negligible to Slight,5026 ENRIGHT AV,1110,1110,1892,31,12
14548000301,-90.28400386,38.65429143,Negligible to Slight,5647-55 DELMAR BLVD,5000,5000,2016,41,10
14436000310,-90.23081481,38.6713343,Moderate,4285 FARLIN AV,1110,1110,1892,32,5
14837000250,-90.26424791,38.6526556,Negligible to Slight,5024 ENRIGHT AV,1110,1110,1892,31,13
14436000290,-90.23072029,38.67130214,Moderate,4281 FARLIN AV,1120,1120,1916,31,5
14436000050,-90.23052153,38.67172069,Moderate,4282 KOSSUTH AV,1110,1110,1883,32,9
14837000265,-90.2637179,38.65260082,Negligible to Slight,727 N KINGSHIGHWAY BLVD,5300,5300,2014,41,13
14436000280,-90.2306508,38.6712501,Negligible to Slight,4279 FARLIN AV,1110,1110,1892,32,6
14436000280,-90.23056277,38.67124072,Moderate,4279 FARLIN AV,1110,1110,1892,32,4
14436000070,-90.23036877,38.67165577,Substantial to Heavy,4278 KOSSUTH AV,1110,1110,1892,31,9
14837000325,-90.26456052,38.65200357,Negligible to Slight,5025 DELMAR BLVD,5811,5811,1984,42,16
14436000070,-90.23029714,38.67162039,Very Heavy,4278 KOSSUTH AV,1110,1110,1892,31,9
14436000100,-90.23007524,38.67152269,Destruction,4270 KOSSUTH AV,1010,1010,0,0,9
14837000370,-90.26502762,38.65206041,Substantial to Heavy,5037 DELMAR BLVD,1190,1190,1908,43,5
14436000260,-90.23042479,38.67118787,Moderate,4273 FARLIN AV,1110,1110,1907,31,3
14837000400,-90.2655482,38.65202127,Moderate,5057 DELMAR BLVD,5000,5000,0,0,11
14436000250,-90.23034793,38.67113142,Negligible to Slight,4271 FARLIN AV,1120,1120,1910,31,5
14436000240,-90.23028031,38.67108305,Moderate,4267 FARLIN AV,1120,1120,1926,31,6
14436000220,-90.23017187,38.67106827,Negligible to Slight,4263 FARLIN AV,1110,1110,1892,31,4
14837000465,-90.26624027,38.65210948,Substantial to Heavy,5075 DELMAR BLVD,1120,1120,1896,31,9
14551000270,-90.28159784,38.65631844,Negligible to Slight,5579 CLEMENS AV,1110,1110,1894,31,6
14551000250,-90.28111581,38.6562411,Moderate,5567 CLEMENS AV,1185,1185,1920,42,8
14547000205,-90.28255587,38.65591345,Negligible to Slight,5618 CLEMENS AV,1110,1110,2007,32,11
14547000195,-90.28270115,38.65592123,Negligible to Slight,5620 CLEMENS AV,1110,1110,2007,32,10
14547000190,-90.28294782,38.65594291,Negligible to Slight,5628 CLEMENS AV,1110,1110,1962,31,10
14547000180,-90.28318695,38.65595652,Negligible to Slight,5630 CLEMENS AV,1110,1110,2007,32,10
14547000170,-90.28334696,38.65595089,Negligible to Slight,5638 CLEMENS AV,1110,1110,2020,32,7
14547000160,-90.28357793,38.65600464,Negligible to Slight,5646 CLEMENS AV,1110,1110,2006,32,10
14547000150,-90.28379166,38.65604419,Negligible to Slight,5650 CLEMENS AV,1110,1110,2005,32,11
15181000290,-90.27377683,38.65307232,Negligible to Slight,5305 DELMAR BLVD,1185,1185,1910,42,10
15181000170,-90.27601912,38.65343747,Negligible to Slight,5351-425 DELMAR BLVD,5000,5000,0,0,20
15181000040,-90.27809885,38.65404533,Negligible to Slight,5451-63 DELMAR BLVD,5000,5000,1911,42,9
14549000061,-90.28075944,38.65422577,Negligible to Slight,5558 ENRIGHT AV,3000,3000,1904,41,18
14550000055,-90.2803682,38.65591556,Negligible to Slight,5550 CLEMENS AV,1185,1185,0,0,21
14550000081,-90.2800551,38.65587829,Negligible to Slight,5512-8 CLEMENS AV,5000,1185,2016,53,21
14550000081,-90.27970756,38.65585172,Negligible to Slight,5512-8 CLEMENS AV,5000,1185,2016,53,20
14550000081,-90.27932231,38.65581761,Negligible to Slight,5512-8 CLEMENS AV,5000,1185,2016,53,19
14550000281,-90.28102195,38.65564926,Destruction,5556-62 CLEMENS AV,1185,1185,1929,42,3
15181000170,-90.27605875,38.65392059,Negligible to Slight,5351-425 DELMAR BLVD,5000,5000,0,0,16
14549000061,-90.28130239,38.65451029,Negligible to Slight,5558 ENRIGHT AV,3000,3000,1904,41,17
12994000320,-90.27160083,38.66001855,Negligible to Slight,5259 MAPLE AV,1110,1110,1900,31,8
12994000310,-90.27151581,38.66001759,Negligible to Slight,5257 MAPLE AV,1110,1110,1900,31,7
12994000300,-90.27142467,38.66001331,Negligible to Slight,5255 MAPLE AV,1110,1110,1897,31,7
15669000040,-90.23904052,38.67429079,Very Heavy,4010 DRYDEN AV,1110,1110,1896,31,8
12994000290,-90.27128992,38.65999842,Negligible to Slight,5253 MAPLE AV,1110,1110,1904,31,7
12994000280,-90.27117076,38.65998858,Negligible to Slight,5249 MAPLE AV,1110,1110,1900,31,6
12994000270,-90.27103297,38.65996583,Negligible to Slight,5245 MAPLE AV,1110,1110,1897,31,7
12994000260,-90.27092951,38.65995959,Negligible to Slight,5241 MAPLE AV,1110,1110,1904,31,7
12994000250,-90.27081055,38.65994051,Negligible to Slight,5237 MAPLE AV,1110,1110,1904,31,7
12994000240,-90.27068034,38.65992535,Negligible to Slight,5233 MAPLE AV,1110,1110,1897,31,8
12994000230,-90.27055013,38.65992522,Negligible to Slight,5229 MAPLE AV,1110,1110,1897,31,6
12994000220,-90.27040981,38.65989203,Negligible to Slight,5225 MAPLE AV,1110,1110,1905,31,8
12994000215,-90.27027355,38.65991069,Negligible to Slight,5221 MAPLE AV,1110,1110,1902,31,10
12994000215,-90.27016097,38.65988323,Negligible to Slight,5221 MAPLE AV,1110,1110,1902,31,7
12994000190,-90.27004834,38.65987609,Negligible to Slight,5215 MAPLE AV,1110,1110,1897,31,6
12994000180,-90.26991067,38.6598589,Negligible to Slight,5211 MAPLE AV,1110,1110,1897,31,6
12994000170,-90.26978555,38.65985396,Negligible to Slight,5207 MAPLE AV,1110,1110,1897,31,6
12994000170,-90.2696565,38.65982565,Negligible to Slight,5207 MAPLE AV,1110,1110,1897,31,8
12994000070,-90.27089324,38.66052595,Negligible to Slight,5264 PAGE BLVD,1120,1120,1904,31,8
12994000060,-90.27101012,38.66054306,Negligible to Slight,5266 PAGE BLVD,1120,1120,1905,31,9
12994000040,-90.27119839,38.66057749,Negligible to Slight,5272 PAGE BLVD,1120,1120,1905,31,10
12994000330,-90.27177959,38.66015609,Negligible to Slight,5263 MAPLE AV,5000,5000,0,0,5
12994000100,-90.27041651,38.66047356,Negligible to Slight,5228 PAGE BLVD,1110,1110,1893,31,8
15149000210,-90.266697,38.66009032,Negligible to Slight,5122 PAGE BLVD,1120,1120,1901,31,8
15149000220,-90.26660067,38.66006586,Negligible to Slight,5120 PAGE BLVD,1120,1120,1901,31,7
15149000230,-90.26649635,38.66004534,Negligible to Slight,5116-8 PAGE BLVD,1120,1120,1901,31,6
15149000240,-90.26638038,38.66005183,Negligible to Slight,5114 PAGE BLVD,1120,1120,1901,31,8
15149000250,-90.26627721,38.66005994,Negligible to Slight,5110 PAGE BLVD,1120,1120,1901,31,9
15149000200,-90.26686543,38.66008329,Negligible to Slight,5126-8 PAGE BLVD,1010,1010,0,0,6
15149000190,-90.26700022,38.66013415,Negligible to Slight,5132 PAGE BLVD,1110,1110,1896,31,9
15149000170,-90.26712718,38.66017207,Negligible to Slight,5138 PAGE BLVD,1010,1010,0,0,11
15149000160,-90.26723007,38.66016842,Negligible to Slight,5140 PAGE BLVD,1010,1010,0,0,10
15149000140,-90.26740359,38.66019719,Negligible to Slight,5148 PAGE BLVD,1010,1010,0,0,11
15149000130,-90.2676205,38.66019932,Negligible to Slight,5150 PAGE BLVD,1110,1110,1897,31,9
15149000100,-90.26783867,38.66022833,Negligible to Slight,5160 PAGE BLVD,1120,1010,0,0,10
15149000080,-90.26803941,38.66026163,Negligible to Slight,5164 PAGE BLVD,1120,1120,1905,31,11
15149000070,-90.26813421,38.66026985,Negligible to Slight,5168 PAGE BLVD,1110,1110,1896,31,11
15149000060,-90.2682494,38.66026251,Negligible to Slight,5170 PAGE BLVD,1110,1110,1894,31,9
15149000060,-90.26834485,38.66027582,Negligible to Slight,5170 PAGE BLVD,1110,1110,1894,31,10
15149000040,-90.26867806,38.66027658,Negligible to Slight,5180-2 PAGE BLVD,1140,1140,1900,31,6
15149000510,-90.26903085,38.65976105,Negligible to Slight,5189 MAPLE AV,1110,1110,1901,31,7
15149000500,-90.26894219,38.65974124,Negligible to Slight,5187 MAPLE AV,1120,1120,1901,31,8
15149000490,-90.26884544,38.65974666,Negligible to Slight,5183 MAPLE AV,1110,1110,1901,31,6
15149000480,-90.26875966,38.6597337,Negligible to Slight,5181 MAPLE AV,1110,1110,1906,31,7
15149000460,-90.2685094,38.65972541,Negligible to Slight,5173 MAPLE AV,1110,1110,1896,31,7
15149000450,-90.26834803,38.65970493,Negligible to Slight,5169 MAPLE AV,1110,1110,1897,31,5
15149000440,-90.26821765,38.65968155,Negligible to Slight,5165 MAPLE AV,1110,1110,1899,31,6
15149000430,-90.26807487,38.65966362,Negligible to Slight,5161 MAPLE AV,1110,1110,1897,31,7
14436000120,-90.2299718,38.67150333,Destruction,4264 KOSSUTH AV,1010,1010,0,0,10
15149000400,-90.26773622,38.65964015,Negligible to Slight,5151 MAPLE AV,1110,1110,1897,31,6
14436000130,-90.22989814,38.67145688,Negligible to Slight,4262 KOSSUTH AV,1110,1110,1892,32,9
15149000390,-90.26760954,38.65961769,Negligible to Slight,5145 MAPLE AV,1120,1120,1904,31,6
15149000370,-90.26736601,38.65959367,Negligible to Slight,5139 MAPLE AV,1110,1110,1904,31,6
15149000350,-90.26709006,38.65956013,Negligible to Slight,5131 MAPLE AV,1110,1110,1891,31,7
14436000210,-90.23012599,38.67101233,Negligible to Slight,4261 FARLIN AV,1110,1110,1892,32,7
15149000340,-90.26695264,38.65954468,Negligible to Slight,5129 MAPLE AV,1110,1110,1894,31,7
14436000200,-90.2300092,38.67100575,Negligible to Slight,4259 FARLIN AV,1110,1110,1892,32,4
14436000140,-90.22977337,38.67139388,Moderate,4260 KOSSUTH AV,1010,1010,0,0,8
12993000090,-90.271115,38.65959461,Negligible to Slight,5242 MAPLE AV,1110,1110,1896,31,10
14436000170,-90.22954664,38.67130066,Moderate,4250 KOSSUTH AV,1110,1110,1923,31,9
12993000070,-90.27123043,38.65961373,Negligible to Slight,5250 MAPLE AV,1110,1110,1901,31,11
12993000060,-90.27134111,38.6596225,Negligible to Slight,5254 MAPLE AV,1110,1110,1901,31,11
12993000060,-90.27145794,38.65963324,Negligible to Slight,5254 MAPLE AV,1110,1110,1901,31,10
12993000040,-90.27157125,38.65965116,Negligible to Slight,5260 MAPLE AV,1110,1110,1897,31,10
12993000040,-90.27167726,38.65964285,Negligible to Slight,5260 MAPLE AV,1110,1110,1897,31,9
12993000020,-90.27179136,38.65965842,Negligible to Slight,5266 MAPLE AV,1110,1110,1901,31,10
12993000010,-90.27188928,38.65968907,Negligible to Slight,5268 MAPLE AV,1110,1110,1901,31,10
12993000010,-90.27198058,38.65970714,Negligible to Slight,5268 MAPLE AV,1110,1110,1901,31,11
12993000110,-90.27088017,38.65955928,Negligible to Slight,5236 MAPLE AV,1110,1110,1903,31,9
12993000110,-90.27076009,38.6595513,Negligible to Slight,5236 MAPLE AV,1110,1110,1903,31,10
12993000130,-90.2706402,38.65952492,Negligible to Slight,5228 MAPLE AV,1110,1110,1901,31,8
12993000140,-90.27050263,38.65952748,Negligible to Slight,5226 MAPLE AV,1110,1110,1901,31,10
15148000120,-90.26761139,38.65923992,Negligible to Slight,5146 MAPLE AV,1110,1110,1905,31,11
12993000150,-90.27039759,38.65950034,Negligible to Slight,5220 MAPLE AV,1110,1110,1896,31,8
12993000160,-90.270264,38.65949313,Negligible to Slight,5218 MAPLE AV,1110,1110,1896,31,9
12993000175,-90.2701483,38.65947622,Negligible to Slight,5214 MAPLE AV,1110,1110,1896,31,9
12993000190,-90.26989629,38.6594683,Negligible to Slight,5208 MAPLE AV,1110,1110,1897,31,10
12993000190,-90.26977969,38.6594582,Negligible to Slight,5208 MAPLE AV,1110,1110,1897,31,11
12993000210,-90.26965612,38.65944135,Negligible to Slight,5202 MAPLE AV,1110,1110,1897,31,10
13615000230,-90.23449373,38.67201285,Substantial to Heavy,4000 N NEWSTEAD AV,1120,1120,1926,31,8
13615000240,-90.23442754,38.67208412,Substantial to Heavy,4004 N NEWSTEAD AV,1120,1120,1908,31,7
13615000250,-90.23438719,38.67217113,Very Heavy,4006 N NEWSTEAD AV,1120,1120,1908,31,8
15148000010,-90.26931315,38.65942785,Negligible to Slight,5194 MAPLE AV,1110,1110,1901,31,11
13615000305,-90.23413375,38.67259905,Very Heavy,4026 N NEWSTEAD AV,1110,1110,2002,32,11
15148000010,-90.26919775,38.65940832,Negligible to Slight,5194 MAPLE AV,1110,1110,1901,31,11
13615000210,-90.23407806,38.6719096,Substantial to Heavy,4327 MARGARETTA AV,1110,1110,1916,31,8
15148000015,-90.26907917,38.65940283,Negligible to Slight,5190 MAPLE AV,1110,1110,1901,31,11
13615000200,-90.23398928,38.67186366,Substantial to Heavy,4325 MARGARETTA AV,1110,1110,1916,31,7
15148000016,-90.26894123,38.65938363,Negligible to Slight,5186 MAPLE AV,1110,1110,1899,31,11
15148000030,-90.26881374,38.6593766,Negligible to Slight,5180 MAPLE AV,1110,1110,1898,31,11
15148000030,-90.26870552,38.65935002,Negligible to Slight,5180 MAPLE AV,1110,1110,1898,31,11
15148000040,-90.26858251,38.6593386,Negligible to Slight,5176 MAPLE AV,1110,1110,1904,31,11
13615000080,-90.23310857,38.67219704,Moderate,4308 FARLIN AV,1110,1110,1905,31,11
15148000060,-90.26840756,38.65933113,Negligible to Slight,5168 MAPLE AV,1110,1110,1901,31,11
13615000150,-90.2335085,38.6717079,Moderate,4313 MARGARETTA AV,1010,1010,0,0,4
13615000100,-90.2329937,38.67215088,Moderate,4302 FARLIN AV,1120,1110,1905,31,12
13615000130,-90.23339411,38.67164967,Moderate,4305 MARGARETTA AV,1120,1120,1909,31,3
13615000120,-90.23330529,38.6715827,Moderate,4301-3 MARGARETTA AV,1140,1140,1909,31,5
15148000100,-90.26773246,38.65926809,Negligible to Slight,5152 MAPLE AV,1110,1110,1901,31,12
15148000080,-90.26800908,38.65927719,Negligible to Slight,5160 MAPLE AV,1010,1010,0,0,10
15148000090,-90.26786973,38.65927732,Negligible to Slight,5156 MAPLE AV,1110,1110,1904,31,11
13615000110,-90.23289761,38.67212627,Destruction,4300 FARLIN AV,1120,1120,1905,31,12
15148000120,-90.26749848,38.65923271,Negligible to Slight,5146 MAPLE AV,1110,1110,1905,31,11
15148000130,-90.26737865,38.6592156,Negligible to Slight,5142 MAPLE AV,1110,1110,1904,31,11
15148000140,-90.26725781,38.65920185,Negligible to Slight,5134 MAPLE AV,1110,1110,1905,31,11
15148000150,-90.26712491,38.65919429,Negligible to Slight,5130 MAPLE AV,1110,1110,1904,31,11
